#ϣⲁⲉⲛⲉϩ	ADV	ϣⲁⲉⲛⲉϩ
#ϯⲧⲟⲟⲧ	V	ϯⲧⲟⲟⲧ
#ϯⲧⲟⲟⲧⲟⲩ	V	ϯⲧⲟⲟⲧ
#ⲕⲁⲁⲧ	VSTAT	ⲕⲁⲁⲧ
#ⲕⲉⲟⲩⲁ	N	ⲕⲉⲟⲩⲁ
#ⲙⲁⲙⲡⲱⲧ	N	ⲙⲁⲙⲡⲱⲧ
#ⲙⲁⲛϣⲉⲗⲉⲉⲧ	N	ⲙⲁⲛϣⲉⲗⲉⲉⲧ
#ⲙⲁⲛϣⲓⲛⲉ	N	ⲙⲁⲛϣⲓⲛⲉ
#ⲙⲁⲛϣⲱⲡⲉ	N	ⲙⲁⲛϣⲱⲡⲉ
#ⲙⲁⲛϩⲁⲣⲉϩ	N	ⲙⲁⲛϩⲁⲣⲉϩ
#ⲙⲁⲛϩⲱⲧⲡ	N	ⲙⲁⲛϩⲱⲧⲡ
#ⲙⲁⲛϫⲁⲓⲉ	N	ⲙⲁⲛϫⲁⲓⲉ
#ⲙⲁⲛⲉⲗⲟⲟⲗⲉ	N	ⲙⲁⲛⲉⲗⲟⲟⲗⲉ
#ⲙⲁⲛⲕⲟⲧⲕ	N	ⲙⲁⲛⲕⲟⲧⲕ
#ⲙⲁⲛⲙⲧⲟⲛ	N	ⲙⲁⲛⲙⲧⲟⲛ
#ⲙⲁⲛⲛⲁ	N	ⲙⲁⲛⲛⲁ
#ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ
#ⲙⲁⲛⲟⲩⲱϩ	N	ⲙⲁⲛⲟⲩⲱϩ
#ⲙⲁⲛⲟⲩⲱⲙ	N	ⲙⲁⲛⲟⲩⲱⲙ
#ⲣϩⲛⲁ	V	ⲣϩⲛⲁ
#ⲣϩⲛⲏ	V	ⲣϩⲛⲏ
ⲥⲟⲩⲙⲛⲧⲯⲓⲥ	NUM	ⲥⲟⲩⲙⲛⲧⲯⲓⲥ
ⲥⲟⲩⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟⲩⲛⲛⲟⲥ	NPROP	ⲥⲟⲩⲛⲛⲟⲥ
ⲥⲟⲩⲛⲧ	N	ⲥⲟⲩⲛⲧ
ⲥⲟⲩⲟ	N	ⲥⲟⲩⲟ
ⲥⲟⲩⲟⲗⲟⲩⲗ	V	ⲥⲟⲩⲟⲗⲟⲩⲗ
ⲥⲟⲩⲟⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟⲩⲟⲩⲁ	NUM	ⲥⲟⲩⲟⲩⲁ
ⲥⲟⲩⲣⲉ	N	ⲥⲟⲩⲣⲉ
ⲥⲟⲩⲣⲉⲥ	NPROP	ⲥⲟⲩⲣⲉⲥ
ⲥⲟⲩⲥⲁϣϥ	NUM	ⲥⲟⲩⲥⲁϣϥ
ⲥⲟⲩⲥⲁϣϥ	NUM	ⲥⲟⲩⲥⲁϣϥ
ⲥⲟⲩⲥⲁⲛⲛⲁ	NPROP	ⲥⲟⲩⲥⲁⲛⲛⲁ
ⲥⲟⲩⲥⲓⲟⲩ	N	ⲥⲟⲩⲥⲓⲟⲩ
ⲥⲟⲩⲥⲛⲁⲩ	NUM	ⲥⲟⲩⲥⲛⲁⲩ
ⲥⲟⲩⲥⲛⲁⲩ	NUM	ⲥⲟⲩⲥⲛⲁⲩ
ⲥⲟⲩⲥⲟⲟⲩ	NUM	ⲥⲟⲩⲥⲟⲟⲩ
ⲥⲟⲩⲥⲟⲟⲩ	NUM	ⲥⲟⲩⲥⲟⲟⲩ
ⲥⲟⲩⲥⲟⲩ	N	ⲥⲟⲩⲥⲟⲩ
ⲥⲟⲩⲥⲟⲩ	V	ⲥⲟⲩⲥⲟⲩ
ⲥⲟⲩⲧⲛ	V	ⲥⲟⲟⲩⲧⲛ
ⲥⲟⲩⲧⲱⲛ	V	ⲥⲟⲟⲩⲧⲛ
ⲥⲟⲩⲧⲱⲛ	VSTAT	ⲥⲟⲟⲩⲧⲛ
ⲥⲟⲩⲯⲓⲥ	NUM	ⲥⲟⲩⲯⲓⲥ
ⲥⲟⲩⲱⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟⲫⲓⲁ	N	ⲥⲟⲫⲓⲁ
ⲥⲟⲫⲓⲍⲉ	V	ⲥⲟⲫⲓⲍⲉ
ⲥⲟⲫⲓⲥⲧⲏⲥ	N	ⲥⲟⲫⲓⲥⲧⲏⲥ
ⲥⲟⲫⲟⲥ	N	ⲥⲟⲫⲟⲥ
ⲥⲡ	V	ⲥⲡ
ⲥⲡⲁⲑⲁⲣⲓⲟⲥ	N	ⲥⲡⲁⲑⲁⲣⲓⲟⲥ
ⲥⲡⲁⲑⲓϯⲕⲟⲛ	N	ⲥⲡⲁⲑⲓϯⲕⲟⲛ
ⲥⲡⲁⲛⲟⲛ	N	ⲥⲡⲁⲛⲟⲛ
ⲥⲡⲁⲧⲁⲗⲁ	V	ⲥⲡⲁⲧⲁⲗⲁ
ⲥⲡⲁⲧⲁⲗⲟⲥ	N	ⲥⲡⲁⲧⲁⲗⲟⲥ
ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ	N	ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ
ⲥⲡⲉⲗⲁⲓⲟⲛ	N	ⲥⲡⲉⲗⲁⲓⲟⲛ
ⲥⲡⲉⲗⲉⲗⲓⲛ	N	ⲥⲡⲗⲏⲗⲓⲛ
ⲥⲡⲉⲣⲙⲁ	N	ⲥⲡⲉⲣⲙⲁ
ⲥⲡⲏⲗⲁⲓⲟⲛ	N	ⲥⲡⲏⲗⲁⲓⲟⲛ
ⲥⲡⲓⲛⲑⲏⲣ	N	ⲥⲡⲓⲛⲑⲏⲣ
ⲥⲡⲓⲣ	N	ⲥⲡⲓⲣ
ⲥⲡⲓⲣⲁ	N	ⲥⲡⲓⲣⲁ
ⲥⲡⲗⲁⲅⲭⲛⲟⲛ	N	ⲥⲡⲗⲁⲅⲭⲛⲟⲛ
ⲥⲡⲗⲁⲭⲛⲟⲛ	N	ⲥⲡⲗⲁⲭⲛⲟⲛ
ⲥⲡⲗⲏⲗⲓⲛ	N	ⲥⲡⲗⲏⲗⲓⲛ
ⲥⲡⲗⲏⲛ	N	ⲥⲡⲗⲏⲛ
ⲥⲡⲟⲅⲅⲟⲥ	N	ⲥⲡⲟⲅⲅⲟⲥ
ⲥⲡⲟⲛⲇⲏ	N	ⲥⲡⲟⲛⲇⲏ
ⲥⲡⲟⲛⲇⲓⲗⲟⲛ	N	ⲥⲡⲟⲛⲇⲓⲗⲟⲛ
ⲥⲡⲟⲛⲧⲓⲗⲟⲛ	N	ⲥⲡⲟⲛⲧⲓⲗⲟⲛ
ⲥⲡⲟⲣⲁ	N	ⲥⲡⲟⲣⲁ
ⲥⲡⲟⲧⲟⲩ	N	ⲥⲡⲟⲧⲟⲩ
ⲥⲡⲟⲩⲇⲁⲍⲉ	V	ⲥⲡⲟⲩⲇⲁⲍⲉ
ⲥⲡⲟⲩⲇⲁⲓⲟⲥ	N	ⲥⲡⲟⲩⲇⲁⲓⲟⲥ
ⲥⲡⲟⲩⲇⲏ	N	ⲥⲡⲟⲩⲇⲏ
ⲥⲡⲥⲱⲡ	V	ⲥⲟⲡⲥⲡ
ⲥⲡⲥⲱⲡⲉ	V	ⲥⲟⲡⲥⲡ
ⲥⲣ	V	ⲥⲟⲩⲣ
ⲥⲣϥⲉ	V	ⲥⲣϥⲉ
ⲥⲣⲁϥ	N	ⲥⲣⲁϥ
ⲥⲣⲁϩ	N	ⲥⲣⲁϩ
ⲥⲣⲁϩⲙⲉ	N	ⲥⲣⲁϩⲙⲉ
ⲥⲣⲁϩⲧ	N	ⲥⲣⲁϩⲧ
ⲥⲣⲃⲛⲛⲉ	N	ⲥⲣⲃⲛⲛⲉ
ⲥⲣⲉϥⲣⲓϥⲉ	N	ⲥⲣⲉϥⲣⲓϥⲉ
ⲥⲣⲉⲃⲣⲟⲩⲃⲉ	N	ⲥⲣⲉⲃⲣⲟⲩⲃⲉ
ⲥⲣⲉⲣⲓϥⲉ	N	ⲥⲣⲉⲣⲓϥⲉ
ⲥⲣⲓⲧ	V	ⲥⲣⲓⲧ
ⲥⲣⲙⲉ	N	ⲥⲣⲙⲉ
ⲥⲣⲙⲟⲟⲩ	V	ⲥⲣⲙⲟⲟⲩ
ⲥⲣⲙⲣⲱⲙ	V	ⲥⲣⲟⲙⲣⲙ
ⲥⲣⲛϩ	N	ⲥⲣⲛϩ
ⲥⲣⲟϥⲣϥ	N	ⲥⲣⲟϥⲣⲉϥ
ⲥⲣⲟϥⲣϥ	V	ⲥⲣⲟϥⲣϥ
ⲥⲣⲟϥⲣϥ	V	ⲥⲣⲟϥⲣⲉϥ
ⲥⲣⲟϥⲣⲉϥ	N	ⲥⲣⲟϥⲣⲉϥ
ⲥⲣⲟϥⲣⲉϥ	V	ⲥⲣⲟϥⲣⲉϥ
ⲥⲣⲟϥⲣⲉϥ	V	ⲥⲣⲟϥⲣⲉϥ
ⲥⲣⲟϥⲧ	VSTAT	ⲥⲣϥⲉ
ⲥⲣⲟⲙⲣⲙ	N	ⲥⲣⲟⲙⲣⲙ
ⲥⲣⲟⲙⲣⲙ	V	ⲥⲣⲟⲙⲣⲙ
ⲥⲣⲣⲓϥⲉ	N	ⲥⲣⲉⲣⲓϥⲉ
ⲥⲧⲁⲁⲧⲉ	V	ⲥⲧⲁⲁⲧⲉ
ⲥⲧⲁⲅⲱⲛ	N	ⲥⲧⲁⲅⲱⲛ
ⲥⲧⲁⲇⲓⲟⲛ	N	ⲥⲧⲁⲇⲓⲟⲛ
ⲥⲧⲁⲑⲙⲓⲕⲟⲛ	N	ⲥⲧⲁⲑⲙⲓⲕⲟⲛ
ⲥⲧⲁⲕⲧⲏ	N	ⲥⲧⲁⲕⲧⲏ
ⲥⲧⲁⲥⲓⲁⲍⲉ	V	ⲥⲧⲁⲥⲓⲁⲍⲉ
ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ	N	ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ
ⲥⲧⲁⲥⲓⲥ	N	ⲥⲧⲁⲥⲓⲥ
ⲥⲧⲁⲧⲓⲕⲟⲛ	N	ⲥⲧⲁⲧⲓⲕⲟⲛ
ⲥⲧⲁⲩⲗⲟⲛ	N	ⲥⲧⲁⲩⲗⲟⲛ
ⲥⲧⲁⲩⲣⲟⲥ	N	ⲥⲧⲁⲩⲣⲟⲥ
ⲥⲧⲁⲩⲣⲟⲩ	V	ⲥⲧⲁⲩⲣⲟⲩ
ⲥⲧⲁⲫⲩⲗⲏ	N	ⲥⲧⲁⲫⲩⲗⲏ
ⲥⲧⲉⲃⲁⲉⲓϩ	N	ⲥⲧⲉⲃⲁⲉⲓϩ
ⲥⲧⲉⲓⲣⲁ	N	ⲥⲧⲉⲓⲣⲁ
ⲥⲧⲉⲓⲱϩⲉ	N	ⲥⲧⲉⲓⲱϩⲉ
ⲥⲧⲉⲛⲱⲥⲓⲥ	N	ⲥⲧⲉⲛⲱⲥⲓⲥ
ⲥⲧⲉⲡⲧⲉⲣⲓⲁ	N	ⲥⲧⲉⲡⲧⲉⲣⲓⲁ
ⲥⲧⲉⲡⲧⲉⲣⲓⲁⲥ	N	ⲥⲧⲉⲡⲧⲉⲣⲓⲁⲥ
ⲥⲧⲉⲣⲉⲟⲙⲁ	N	ⲥⲧⲉⲣⲉⲟⲙⲁ
ⲥⲧⲉⲣⲉⲩⲙⲁ	N	ⲥⲧⲉⲣⲉⲩⲙⲁ
ⲥⲧⲉⲣⲉⲱⲙⲁ	N	ⲥⲧⲉⲣⲉⲱⲙⲁ
ⲥⲧⲉⲫⲁⲛⲁ	N	ⲥⲧⲉⲫⲁⲛⲁ
ⲥⲧⲉⲫⲁⲛⲁ	NPROP	ⲥⲧⲉⲫⲁⲛⲁ
ⲥⲧⲉⲫⲁⲛⲟⲥ	NPROP	ⲥⲧⲉⲫⲁⲛⲟⲥ
ⲥⲧⲉⲫⲁⲛⲟⲩ	V	ⲥⲧⲉⲫⲁⲛⲟⲩ
ⲥⲧⲉⲫⲁⲛⲟⲩⲫⲟⲣⲟⲥ	N	ⲥⲧⲉⲫⲁⲛⲟⲩⲫⲟⲣⲟⲥ
ⲥⲧⲏⲗⲏ	N	ⲥⲧⲏⲗⲏ
ⲥⲧⲏⲗⲗⲟⲥ	N	ⲥⲧⲏⲗⲗⲟⲥ
ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ	N	ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ
ⲥⲧⲏⲙ	N	ⲥⲧⲏⲙ
ⲥⲧⲏⲙⲟⲩ	N	ⲥⲧⲏⲙⲟⲩ
ⲥⲧⲏⲣⲉⲟⲙⲁ	N	ⲥⲧⲏⲣⲉⲟⲙⲁ
ⲥⲧⲏⲣⲉⲱⲙⲁ	N	ⲥⲧⲏⲣⲉⲱⲙⲁ
ⲥⲧⲏⲩ	VSTAT	ⲧⲥⲧⲟ
ⲥⲧⲏⲫⲁⲛⲟⲥ	NPROP	ⲥⲧⲏⲫⲁⲛⲟⲥ
ⲥⲧⲏⲫⲁⲛⲟⲩ	V	ⲥⲧⲏⲫⲁⲛⲟⲩ
ⲥⲧⲓⲅⲙⲏ	N	ⲥⲧⲓⲅⲙⲏ
ⲥⲧⲓⲍⲉ	V	ⲥⲧⲓⲍⲉ
ⲥⲧⲓⲗⲓⲧⲉⲩⲉ	V	ⲥⲧⲓⲗⲓⲧⲉⲩⲉ
ⲥⲧⲓⲙⲉⲱⲥ	N	ⲥⲧⲓⲙⲉⲱⲥ
ⲥⲧⲓⲭⲉⲣⲟⲛ	N	ⲥⲧⲓⲭⲉⲣⲟⲛ
ⲥⲧⲓⲭⲟⲥ	N	ⲥⲧⲓⲭⲟⲥ
ⲥⲧⲙⲏⲧ	N	ⲥⲧⲙⲏⲧ
ⲥⲧⲟ	V	ⲧⲥⲧⲟ
ⲥⲧⲟⲁ	N	ⲥⲧⲟⲁ
ⲥⲧⲟⲓ	N	ⲥⲧⲟⲓ
ⲥⲧⲟⲓⲭⲉⲓ	V	ⲥⲧⲟⲓⲭⲉⲓ
ⲥⲧⲟⲓⲭⲉⲓⲟⲛ	N	ⲥⲧⲟⲓⲭⲉⲓⲟⲛ
ⲥⲧⲟⲓⲭⲓⲟⲛ	N	ⲥⲧⲟⲓⲭⲓⲟⲛ
ⲥⲧⲟⲗⲁⲣⲭⲏⲥ	N	ⲥⲧⲟⲗⲁⲣⲭⲏⲥ
ⲥⲧⲟⲗⲏ	N	ⲥⲧⲟⲗⲏ
ⲥⲧⲟⲗⲓⲍⲉ	V	ⲥⲧⲟⲗⲓⲍⲉ
ⲥⲧⲟⲗⲟⲧⲟⲥ	N	ⲥⲧⲟⲗⲟⲧⲟⲥ
ⲥⲧⲟⲙⲁⲧⲓⲕⲟⲛ	N	ⲥⲧⲟⲙⲁⲧⲓⲕⲟⲛ
ⲥⲧⲟⲙⲁⲭⲟⲥ	N	ⲥⲧⲟⲙⲁⲭⲟⲥ
ⲥⲧⲟⲟⲩ	V	ⲥⲧⲟⲟⲩ
ⲥⲧⲣⲁⲧⲉⲓⲁ	N	ⲥⲧⲣⲁⲧⲉⲓⲁ
ⲥⲧⲣⲁⲧⲉⲩⲉ	V	ⲥⲧⲣⲁⲧⲉⲩⲉ
ⲥⲧⲣⲁⲧⲉⲩⲙⲁ	N	ⲥⲧⲣⲁⲧⲉⲩⲙⲁ
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ	N	ⲥⲧⲣⲁⲧⲏⲅⲟⲥ
ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ	N	ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ
ⲥⲧⲣⲁⲧⲓⲁ	N	ⲥⲧⲣⲁⲧⲓⲁ
ⲥⲧⲣⲁⲧⲟⲛ	N	ⲥⲧⲣⲁⲧⲟⲛ
ⲥⲧⲣⲁⲧⲟⲛⲓⲕⲟⲥ	NPROP	ⲥⲧⲣⲁⲧⲟⲛⲓⲕⲟⲥ
ⲥⲧⲣⲁⲧⲟⲡⲉⲇⲁⲣⲭⲟⲥ	N	ⲥⲧⲣⲁⲧⲟⲡⲉⲇⲁⲣⲭⲟⲥ
ⲥⲧⲣⲁⲧⲟⲡⲉⲧⲁⲣⲭⲟⲥ	N	ⲥⲧⲣⲁⲧⲟⲡⲉⲧⲁⲣⲭⲟⲥ
ⲥⲧⲣⲁⲧⲩⲗⲁⲧⲏⲥ	N	ⲥⲧⲣⲁⲧⲩⲗⲁⲧⲏⲥ
ⲥⲧⲣⲁⲧⲱⲡⲉⲧⲱⲛ	N	ⲥⲧⲣⲁⲧⲱⲡⲉⲧⲱⲛ
ⲥⲧⲣⲁⲧⲱⲣ	N	ⲥⲧⲣⲁⲧⲱⲣ
ⲥⲧⲣⲉⲃⲗⲟⲩ	V	ⲥⲧⲣⲉⲃⲗⲟⲩ
ⲥⲧⲣⲟⲅⲓⲗⲗⲟⲥ	N	ⲥⲧⲣⲟⲅⲓⲗⲗⲟⲥ
ⲥⲧⲣⲧⲣ	N	ⲥⲧⲣⲧⲣ
ⲥⲧⲣⲧⲣ	V	ⲥⲧⲣⲧⲣ
ⲥⲧⲣⲱⲙⲁ	N	ⲥⲧⲣⲱⲙⲁ
ⲥⲧⲩⲗⲏ	N	ⲥⲧⲩⲗⲏ
ⲥⲧⲩⲗⲓⲧⲉⲩⲉ	V	ⲥⲧⲩⲗⲓⲧⲉⲩⲉ
ⲥⲧⲩⲗⲗⲏ	N	ⲥⲧⲩⲗⲗⲏ
ⲥⲧⲩⲗⲗⲟⲥ	N	ⲥⲧⲩⲗⲗⲟⲥ
ⲥⲧⲩⲗⲟⲥ	N	ⲥⲧⲩⲗⲟⲥ
ⲥⲧⲩⲣⲁⲝ	N	ⲥⲧⲩⲣⲁⲝ
ⲥⲧⲩⲫⲏ	N	ⲥⲧⲩⲫⲏ
ⲥⲧⲩⲭⲉⲓ	V	ⲥⲧⲩⲭⲉⲓ
ⲥⲧⲱⲧ	N	ⲥⲧⲱⲧ
ⲥⲧⲱⲧ	V	ⲥⲧⲱⲧ
ⲥⲧⲱⲧⲉ	N	ⲥⲧⲱⲧⲉ
ⲥⲩⲅⲅⲉⲛⲉⲓⲁ	N	ⲥⲩⲅⲅⲉⲛⲉⲓⲁ
ⲥⲩⲅⲅⲉⲛⲏⲥ	N	ⲥⲩⲅⲅⲉⲛⲏⲥ
ⲥⲩⲅⲏ	N	ⲥⲩⲅⲏ
ⲥⲩⲅⲕⲉⲣⲁ	V	ⲥⲩⲅⲕⲉⲣⲁ
ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ	NPROP	ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ
ⲥⲩⲅⲕⲗⲏⲧⲟⲥ	N	ⲥⲩⲅⲕⲗⲏⲧⲟⲥ
ⲥⲩⲅⲕⲣⲓⲙⲁ	N	ⲥⲩⲅⲕⲣⲓⲙⲁ
ⲥⲩⲅⲕⲣⲓⲛⲉ	V	ⲥⲩⲅⲕⲣⲓⲛⲉ
ⲥⲩⲅⲕⲣⲓⲥⲓⲥ	N	ⲥⲩⲅⲕⲣⲓⲥⲓⲥ
ⲥⲩⲅⲟⲥ	N	ⲥⲩⲅⲟⲥ
ⲥⲩⲗⲁ	V	ⲥⲩⲗⲁ
ⲥⲩⲗⲉⲩⲉ	V	ⲥⲩⲗⲉⲩⲉ
ⲥⲩⲙⲁⲛⲉ	V	ⲥⲩⲙⲁⲛⲉ
ⲥⲩⲙⲃⲟⲗⲏ	N	ⲥⲩⲙⲃⲟⲗⲏ
ⲥⲩⲙⲃⲟⲗⲟⲛ	N	ⲥⲩⲙⲃⲟⲗⲟⲛ
ⲥⲩⲙⲃⲟⲗⲟⲥ	N	ⲥⲩⲙⲃⲟⲗⲟⲥ
ⲥⲩⲙⲃⲟⲩⲗⲉⲓⲁ	N	ⲥⲩⲙⲃⲟⲩⲗⲉⲓⲁ
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ	V	ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ
ⲥⲩⲙⲃⲟⲩⲗⲓⲁ	N	ⲥⲩⲙⲃⲟⲩⲗⲓⲁ
ⲥⲩⲙⲃⲟⲩⲗⲓⲟⲛ	N	ⲥⲩⲙⲃⲟⲩⲗⲓⲟⲛ
ⲥⲩⲙⲙⲁⲭⲟⲥ	N	ⲥⲩⲙⲙⲁⲭⲟⲥ
ⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ	N	ⲥⲩⲙⲙⲉⲧⲟⲭⲟⲥ
ⲥⲩⲙⲟⲱⲛ	NPROP	ⲥⲩⲙⲟⲱⲛ
ⲥⲩⲙⲡⲟⲥⲓⲟⲛ	N	ⲥⲩⲙⲡⲟⲥⲓⲟⲛ
ⲥⲩⲙⲫⲁⲛⲉ	V	ⲥⲩⲙⲫⲁⲛⲉ
ⲥⲩⲙⲫⲁⲛⲉⲍⲉ	V	ⲥⲩⲙⲫⲁⲛⲉⲍⲉ
ⲥⲩⲙⲫⲁⲛⲓⲍⲉ	V	ⲥⲩⲙⲫⲁⲛⲓⲍⲉ
ⲥⲩⲙⲫⲉⲣⲉⲓ	V	ⲥⲩⲙⲫⲉⲣⲉⲓ
ⲥⲩⲙⲫⲟⲛⲉⲓ	V	ⲥⲩⲙⲫⲟⲛⲉⲓ
ⲥⲩⲙⲫⲟⲣⲁ	N	ⲥⲩⲙⲫⲟⲣⲁ
ⲥⲩⲙⲫⲱⲛⲉⲓ	V	ⲥⲩⲙⲫⲱⲛⲉⲓ
ⲥⲩⲙⲫⲱⲛⲏⲥⲓⲥ	N	ⲥⲩⲙⲫⲱⲛⲏⲥⲓⲥ
ⲥⲩⲙⲫⲱⲛⲓⲁ	N	ⲥⲩⲙⲫⲱⲛⲓⲁ
ⲥⲩⲙⲫⲱⲛⲟⲛ	N	ⲥⲩⲙⲫⲱⲛⲟⲛ
ⲥⲩⲙⲫⲱⲛⲟⲥ	N	ⲥⲩⲙⲫⲱⲛⲟⲥ
ⲥⲩⲛ	UNKNOWN	UNKNOWN
ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ	N	ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ
ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ	NPROP	ⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ
ⲥⲩⲛϩⲓⲥⲧⲁ	V	ⲥⲩⲛϩⲓⲥⲧⲁ
ⲥⲩⲛϩⲟⲇⲟⲥ	N	ⲥⲩⲛϩⲟⲇⲟⲥ
ⲥⲩⲛⲁⲅⲉ	V	ⲥⲩⲛⲁⲅⲉ
ⲥⲩⲛⲁⲅⲱⲅⲏ	N	ⲥⲩⲛⲁⲅⲱⲅⲏ
ⲥⲩⲛⲁⲓⲛⲉⲓ	V	ⲥⲩⲛⲁⲓⲛⲉⲓ
ⲥⲩⲛⲁⲗⲗⲁⲅⲏ	N	ⲥⲩⲛⲁⲗⲗⲁⲅⲏ
ⲥⲩⲛⲁⲛⲧⲏⲙⲁ	N	ⲥⲩⲛⲁⲛⲧⲏⲙⲁ
ⲥⲩⲛⲁⲝⲓⲥ	N	ⲥⲩⲛⲁⲝⲓⲥ
ⲥⲩⲛⲁⲣⲡⲁⲅⲏ	N	ⲥⲩⲛⲁⲣⲡⲁⲅⲏ
ⲥⲩⲛⲃⲓⲁ	N	ⲥⲩⲛⲃⲓⲁ
ⲥⲩⲛⲃⲟⲏⲑⲉⲓ	V	ⲥⲩⲛⲃⲟⲏⲑⲉⲓ
ⲥⲩⲛⲃⲟⲏⲑⲓⲁ	N	ⲥⲩⲛⲃⲟⲏⲑⲓⲁ
ⲥⲩⲛⲃⲟⲗⲏ	N	ⲥⲩⲛⲃⲟⲗⲏ
ⲥⲩⲛⲅⲛⲱⲙⲏ	N	ⲥⲩⲛⲅⲛⲱⲙⲏ
ⲥⲩⲛⲅⲣⲁⲫⲉⲩⲥ	N	ⲥⲩⲛⲅⲣⲁⲫⲉⲩⲥ
ⲥⲩⲛⲇⲟⲛⲓⲟⲛ	N	ⲥⲩⲛⲇⲟⲛⲓⲟⲛ
ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ	N	ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ
ⲥⲩⲛⲉⲩⲇⲟⲕⲉⲓ	V	ⲥⲩⲛⲉⲩⲇⲟⲕⲉⲓ
ⲥⲩⲛⲉⲭⲉ	V	ⲥⲩⲛⲉⲭⲉ
ⲥⲩⲛⲍⲏⲧⲉⲓ	V	ⲥⲩⲛⲍⲏⲧⲉⲓ
ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ	N	ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ
ⲥⲩⲛⲍⲩⲅⲟⲥ	N	ⲥⲩⲛⲍⲩⲅⲟⲥ
ⲥⲩⲛⲏⲇⲏⲥⲓⲥ	N	ⲥⲩⲛⲏⲇⲏⲥⲓⲥ
ⲥⲩⲛⲏⲑⲉⲓⲁ	N	ⲥⲩⲛⲏⲑⲉⲓⲁ
ⲥⲩⲛⲏⲑⲓⲁ	N	ⲥⲩⲛⲏⲑⲓⲁ
ⲥⲩⲛⲏⲗⲑⲁⲓ	V	ⲥⲩⲛⲏⲗⲑⲁⲓ
ⲥⲩⲛⲏⲛⲉⲓ	V	ⲥⲩⲛⲏⲛⲉⲓ
ⲥⲩⲛⲑⲉⲥⲓⲥ	N	ⲥⲩⲛⲑⲉⲥⲓⲥ
ⲥⲩⲛⲑⲏⲕⲏ	N	ⲥⲩⲛⲑⲏⲕⲏ
ⲥⲩⲛⲑⲏⲧⲟⲛ	N	ⲥⲩⲛⲑⲏⲧⲟⲛ
ⲥⲩⲛⲓⲇⲏⲥⲓⲥ	N	ⲥⲩⲛⲓⲇⲏⲥⲓⲥ
ⲥⲩⲛⲓⲑⲓⲁ	N	ⲥⲩⲛⲓⲑⲓⲁ
ⲥⲩⲛⲕⲁⲑⲉⲇⲣⲟⲥ	N	ⲥⲩⲛⲕⲁⲑⲉⲇⲣⲟⲥ
ⲥⲩⲛⲕⲁⲧⲁⲃⲁ	V	ⲥⲩⲛⲕⲁⲧⲁⲃⲁ
ⲥⲩⲛⲕⲉⲣⲁ	V	ⲥⲩⲛⲕⲉⲣⲁ
ⲥⲩⲛⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ	N	ⲥⲩⲛⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲏ	NPROP	ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲏ
ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ	N	ⲥⲩⲛⲕⲗⲏⲧⲓⲕⲟⲥ
ⲥⲩⲛⲕⲗⲏⲧⲟⲥ	N	ⲥⲩⲛⲕⲗⲏⲧⲟⲥ
ⲥⲩⲛⲕⲗⲓϯⲕⲟⲥ	N	ⲥⲩⲛⲕⲗⲓϯⲕⲟⲥ
ⲥⲩⲛⲟⲩⲥⲓⲁ	N	ⲥⲩⲛⲟⲩⲥⲓⲁ
ⲥⲩⲛⲧⲁⲅⲏ	N	ⲥⲩⲛⲧⲁⲅⲏ
ⲥⲩⲛⲧⲁⲅⲙⲁ	N	ⲥⲩⲛⲧⲁⲅⲙⲁ
ⲥⲩⲛⲧⲁⲍⲉ	V	ⲥⲩⲛⲧⲁⲍⲉ
