.	PUNCT	.
ⲥⲉⲙⲛⲉ	V	ⲥⲉⲙⲛⲉ
ⲥⲉⲙⲛⲏ	N	ⲥⲉⲙⲛⲏ
ⲥⲉⲙⲛⲏⲧ	V	ⲥⲉⲙⲛⲓ
ⲥⲉⲙⲛⲏⲟⲩⲧ	VSTAT	ⲥⲉⲙⲛⲓ
ⲥⲉⲙⲛⲓ	V	ⲥⲉⲙⲛⲓ
ⲥⲉⲙⲛⲟⲛ	N	ⲥⲉⲙⲛⲟⲛ
ⲥⲉⲙⲛⲟⲥ	N	ⲥⲉⲙⲛⲟⲥ
ⲥⲉⲙⲡⲟⲇⲓⲟⲛ	N	ⲥⲉⲙⲡⲟⲇⲓⲟⲛ
ⲥⲉⲛ	V	ⲥⲓⲛⲓ
ⲥⲉⲛϩ	V	ⲥⲱⲛϩ
ⲥⲉⲛϩⲏⲟⲩⲧ	VSTAT	ⲥⲁϩⲛⲓ
ⲥⲉⲛⲁⲗⲁⲥⲉ	V	ⲥⲉⲛⲁⲗⲁⲥⲉ
ⲥⲉⲛⲕ	V	ⲥⲱⲛⲕ
ⲥⲉⲛⲥⲉⲛ	V	ⲥⲉⲛⲥⲉⲛ
ⲥⲉⲛⲧ	V	ⲥⲱⲛⲧ
ⲥⲉⲛϯ	N	ⲥⲉⲛϯ
ⲥⲉⲡ	V	ⲥⲱⲡ
ⲥⲉⲡⲓ	V	ⲥⲉⲡⲓ
ⲥⲉⲡⲥⲉⲡ	V	ⲥⲟⲡⲥⲉⲡ
ⲥⲉⲣ	N	ⲥⲟⲩⲣⲓ
ⲥⲉⲣ	V	ⲥⲱⲣ
ⲥⲉⲣⲁ	N	ⲥⲉⲣⲁ
ⲥⲉⲣⲁⲡⲓⲥ	NPROP	ⲥⲉⲣⲁⲡⲓⲥ
ⲥⲉⲣⲉⲙ	V	ⲥⲱⲣⲉⲙ
ⲥⲉⲣⲫⲱⲧ	N	ⲥⲉⲣⲫⲱⲧ
ⲥⲉⲥⲃⲟϩ	N	ⲥⲉⲥⲃⲟϩ
ⲥⲉⲧ	N	ⲥⲁⲧ
ⲥⲉⲧ	V	ⲥⲓϯ
ⲥⲉⲧ	V	ⲥⲱϯ
ⲥⲉⲧϥ	V	ⲥⲱⲧϥ
ⲥⲉⲧⲡ	V	ⲥⲱⲧⲡ
ⲥⲉⲧⲥⲱⲧ	VSTAT	ⲥⲉⲧⲥⲱⲧ
ⲥⲉⲱⲟⲩⲛⲓ	N	ⲥⲓⲱⲟⲩⲛⲓ
ⲥⲏϥⲓ	N	ⲥⲏϥⲓ
ⲥⲏϧ	VSTAT	ⲥⲱϧⲓ
ⲥⲏϧⲓ	VSTAT	ⲥⲱϧⲓ
ⲥⲏϫ	N	ⲥⲏϫ
ⲥⲏϯ	VSTAT	ⲥⲓϯ
ⲥⲏⲃⲓ	N	ⲥⲏⲃⲓ
ⲥⲏⲓⲛⲓ	N	ⲥⲏⲓⲛⲓ
ⲥⲏⲙⲁⲛⲉ	V	ⲥⲏⲙⲁⲛⲉ
ⲥⲏⲙⲉⲓⲟⲛ	N	ⲥⲏⲙⲉⲓⲟⲛ
ⲥⲏⲙⲓⲟⲛ	N	ⲥⲏⲙⲓⲟⲛ
ⲥⲏⲟⲩ	N	ⲥⲏⲟⲩ
ⲥⲏⲟⲩ	VSTAT	ⲥⲓ
ⲥⲏⲣ	VSTAT	ⲥⲱⲣ
ⲥⲏⲣϥⲉ	V	ⲥⲣⲃⲉ
ⲥⲏⲧ	N	ⲥⲁⲧ
ⲥⲏⲧ	V	ⲥϧⲁⲓ
ⲥⲑⲃⲁⲓ	N	ⲥⲑⲃⲁⲓϩ
ⲥⲑⲃⲁⲓϩ	N	ⲥⲑⲃⲁⲓϩ
ⲥⲑⲉⲣⲧⲉⲣ	V	ⲥⲑⲉⲣⲧⲉⲣ
ⲥⲑⲏⲙ	N	ⲥⲧⲏⲙ
ⲥⲑⲓ	N	ⲥⲑⲟⲓ
ⲥⲑⲟ	V	ⲧⲁⲥⲑⲟ
ⲥⲑⲟⲓ	N	ⲥⲑⲟⲓ
ⲥⲑⲩ	N	ⲥⲑⲟⲓ
ⲥⲓ	V	ⲥⲓ
ⲥⲓϥⲓ	N	ⲥⲓϥⲓ
ⲥⲓϩⲓ	V	ⲥⲓϩⲓ
ⲥⲓϯ	N	ⲥⲓϯ
ⲥⲓϯ	V	ⲥⲓϯ
ⲥⲓⲅⲏ	N	ⲥⲓⲅⲏ
ⲥⲓⲅⲛⲟⲛ	N	ⲥⲓⲅⲛⲟⲛ
ⲥⲓⲅⲛⲟⲩⲫⲩⲗⲁⲝ	N	ⲥⲓⲅⲛⲟⲩⲫⲩⲗⲁⲝ
ⲥⲓⲇⲱⲛ	NPROP	ⲥⲓⲇⲱⲛ
ⲥⲓⲕ	N	ⲥⲓⲕ
ⲥⲓⲕⲓ	V	ⲥⲓⲕⲓ
ⲥⲓⲗⲁⲥ	NPROP	ⲥⲓⲗⲁⲥ
ⲥⲓⲗⲓ	N	ⲥⲓⲗⲓ
ⲥⲓⲗⲟⲩⲕⲓ	N	ⲥⲓⲗⲟⲩⲕⲓ
ⲥⲓⲙ	N	ⲥⲓⲙ
ⲥⲓⲙⲱⲛ	NPROP	ⲥⲓⲙⲱⲛ
ⲥⲓⲙⲱⲛⲓⲁⲛⲟⲥ	N	ⲥⲓⲙⲱⲛⲓⲁⲛⲟⲥ
ⲥⲓⲛⲁϩⲃⲓ	N	ⲥⲓⲛⲁϩⲃⲓ
ⲥⲓⲛⲇⲱⲛ	N	ⲥⲓⲛⲇⲱⲛ
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ	N	ⲥⲓⲛⲇⲱⲛⲓⲟⲛ
ⲥⲓⲛⲓ	V	ⲥⲓⲛⲓ
ⲥⲓⲛⲓⲱⲟⲩ	VSTAT	ⲥⲓⲛⲓ
ⲥⲓⲛⲱⲟⲩⲓ	N	ⲥⲟⲛⲓ
ⲥⲓⲟⲩ	N	ⲥⲓⲟⲩ
ⲥⲓⲟⲩⲣ	N	ⲥⲓⲟⲩⲣ
ⲥⲓⲡ	N	ⲥⲓⲡ
ⲥⲓⲡⲡⲓⲟⲛ	N	ⲥⲓⲡⲡⲓⲟⲛ
ⲥⲓⲣ	N	ⲥⲓⲣ
ⲥⲓⲥⲙⲟⲥ	N	ⲥⲓⲥⲙⲟⲥ
ⲥⲓⲭⲁⲛⲉ	V	ⲥⲓⲭⲁⲛⲉ
ⲥⲓⲭⲁⲛⲉⲥⲑⲁⲓ	V	ⲥⲓⲭⲁⲛⲉⲥⲑⲁⲓ
ⲥⲓⲱⲟⲩⲛⲓ	N	ⲥⲓⲱⲟⲩⲛⲓ
ⲥⲕⲁⲗⲁ	N	ⲥⲕⲁⲗⲁ
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ	V	ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ
ⲥⲕⲁⲛⲇⲁⲗⲓⲥⲍⲉⲥⲑⲉ	V	ⲥⲕⲁⲛⲇⲁⲗⲓⲥⲍⲉⲥⲑⲉ
ⲥⲕⲁⲛⲇⲁⲗⲟⲛ	N	ⲥⲕⲁⲛⲇⲁⲗⲟⲛ
ⲥⲕⲁⲛⲇⲁⲗⲟⲥ	N	ⲥⲕⲁⲛⲇⲁⲗⲟⲥ
ⲥⲕⲁⲫⲏ	N	ⲥⲕⲁⲫⲏ
ⲥⲕⲁⲫⲟⲥ	N	ⲥⲕⲁⲫⲟⲥ
ⲥⲕⲉⲛ	N	ⲥⲕⲉⲛ
ⲥⲕⲉⲛⲧ	N	ⲥⲕⲉⲛ
ⲥⲕⲉⲡⲁⲍⲉ	V	ⲥⲕⲉⲡⲁⲍⲉ
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ	N	ⲥⲕⲉⲡⲁⲥⲧⲏⲥ
ⲥⲕⲉⲡⲉ	N	ⲥⲕⲉⲡⲉ
ⲥⲕⲉⲡⲓ	N	ⲥⲕⲉⲡⲓ
ⲥⲕⲉⲡⲧⲉⲓ	V	ⲥⲕⲉⲡⲧⲉⲓ
ⲥⲕⲉⲡⲧⲓⲛ	V	ⲥⲕⲉⲡⲧⲓⲛ
ⲥⲕⲉⲡⲱⲗⲁⲧⲱⲣ	N	ⲥⲕⲉⲡⲱⲗⲁⲧⲱⲣ
ⲥⲕⲉⲣⲕⲉⲣ	V	ⲥⲕⲉⲣⲕⲉⲣ
ⲥⲕⲉⲣⲕⲱⲣ	V	ⲥⲕⲉⲣⲕⲉⲣ
ⲥⲕⲉⲣⲕⲱⲣ	VSTAT	ⲥⲕⲉⲣⲕⲉⲣ
ⲥⲕⲉⲩⲉ	N	ⲥⲕⲉⲩⲟⲥ
ⲥⲕⲉⲩⲏ	N	ⲥⲕⲉⲩⲏ
ⲥⲕⲉⲩⲟⲥ	N	ⲥⲕⲉⲩⲟⲥ
ⲥⲕⲉⲯⲓⲥ	N	ⲥⲕⲉⲯⲓⲥ
ⲥⲕⲏⲇⲁⲗⲏ	N	ⲥⲕⲏⲇⲁⲗⲏ
ⲥⲕⲏⲛⲏ	N	ⲥⲕⲏⲛⲏ
ⲥⲕⲏⲛⲟⲡⲏⲅⲓⲁ	N	ⲥⲕⲏⲛⲟⲡⲏⲅⲓⲁ
ⲥⲕⲓⲃⲩⲧⲱⲣ	N	ⲥⲕⲓⲃⲩⲧⲱⲣ
ⲥⲕⲓⲣⲧⲁ	V	ⲥⲕⲓⲣⲧⲁ
ⲥⲕⲗⲁⲇⲟⲥ	N	ⲥⲕⲗⲁⲇⲟⲥ
ⲥⲕⲗⲏⲣⲓⲁ	N	ⲥⲕⲗⲏⲣⲓⲁ
ⲥⲕⲟⲡⲟⲥ	N	ⲥⲕⲟⲡⲟⲥ
ⲥⲕⲟⲣⲕⲉⲣ	N	ⲥⲕⲟⲣⲕⲉⲣ
ⲥⲕⲩⲑⲏⲥ	N	ⲥⲕⲩⲑⲏⲥ
ⲥⲕⲩⲗⲗⲉⲓ	V	ⲥⲕⲩⲗⲗⲉⲓ
ⲥⲕⲩⲗⲙⲟⲥ	N	ⲥⲕⲩⲗⲙⲟⲥ
ⲥⲕⲩⲛⲱⲙⲁ	N	ⲥⲕⲩⲛⲱⲙⲁ
ⲥⲗⲁϫⲗⲉϫ	V	ⲥⲗⲁϫⲗⲉϫ
ⲥⲗⲁϯ	V	ⲥⲗⲁϯ
ⲥⲗⲁⲧⲗⲉⲧ	N	ⲥⲗⲁⲧⲗⲉⲧ
ⲥⲗⲉϫⲗⲱϫ	VSTAT	ⲥⲗⲁϫⲗⲉϫ
ⲥⲗⲉⲡⲗⲱⲡ	VSTAT	ⲥⲗⲟⲡⲗⲉⲡ
ⲥⲗⲏ	N	ⲥⲗⲏ
ⲥⲗⲓϥⲓ	N	ⲥⲗⲓϥⲓ
ⲥⲗⲓϫ	N	ⲥⲗⲓϫ
ⲥⲗⲟⲡⲗⲉⲡ	V	ⲥⲗⲟⲡⲗⲉⲡ
ⲥⲙⲁϩ	N	ⲥⲙⲁϩ
ⲥⲙⲁⲁⲩ	N	ⲥⲙⲁⲩ
ⲥⲙⲁⲙⲁⲧ	VSTAT	ⲥⲙⲟⲩ
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ	N	ⲥⲙⲁⲣⲁⲅⲇⲟⲥ
ⲥⲙⲁⲣⲱⲟⲩⲧ	VSTAT	ⲥⲙⲟⲩ
ⲥⲙⲁⲩ	N	ⲥⲙⲁⲩ
ⲥⲙⲁⲩⲁⲧ	VSTAT	ⲥⲙⲟⲩ
ⲥⲙⲉϩ	N	ⲥⲙⲁϩ
ⲥⲙⲉϩ	N	ⲥⲙⲉϩ
ⲥⲙⲉⲗⲓⲛ	N	ⲥⲙⲉⲗⲓⲛ
ⲥⲙⲏ	N	ⲥⲙⲏ
ⲥⲙⲓⲗⲁⲝ	N	ⲥⲙⲓⲗⲁⲝ
ⲥⲙⲛⲏⲟⲩⲧ	VSTAT	ⲥⲉⲙⲛⲉ
ⲥⲙⲟⲛⲧ	N	ⲥⲙⲟⲧ
ⲥⲙⲟⲛⲧ	VSTAT	ⲥⲉⲙⲛⲉ
ⲥⲙⲟⲧ	N	ⲥⲙⲟⲧ
ⲥⲙⲟⲧ	VSTAT	ⲥⲉⲙⲛⲉ
ⲥⲙⲟⲩ	V	ⲥⲙⲟⲩ
ⲥⲙⲟⲩⲣ	N	ⲥⲙⲟⲩⲣ
ⲥⲛⲁⲩ	NUM	ⲥⲛⲁⲩ
ⲥⲛⲏⲓⲛⲓ	N	ⲥⲛⲏⲓⲛⲓ
ⲥⲛⲏⲓⲛⲓ	V	ⲥⲛⲏⲓⲛⲓ
ⲥⲛⲏⲟⲩ	N	ⲥⲟⲛ
ⲥⲛⲏⲩ	N	ⲥⲟⲛ
ⲥⲛⲟϥ	N	ⲥⲛⲟϥ
ⲥⲛⲟⲩϥ	N	ⲥⲛⲟⲩϥ
ⲥⲛⲟⲩϯ	NUM	ⲥⲛⲟⲩϯ
ⲥⲛⲧⲁⲍⲉ	V	ⲥⲛⲧⲁⲍⲉ
ⲥⲛⲧⲉ	N	ⲥⲛⲧⲉ
ⲥⲛⲱϥ	N	ⲥⲛⲟϥ
ⲥⲟ	V	ⲥⲱ
ⲥⲟϥ	V	ⲥⲱϥ
ⲥⲟϥ	VSTAT	ⲥⲱϥ
ⲥⲟϩⲓ	V	ⲥⲟϩⲓ
ⲥⲟϫ	N	ⲥⲟϭ
ⲥⲟϫⲉⲛ	N	ⲥⲟϫⲉⲛ
ⲥⲟϫⲡ	V	ⲥⲱϫⲡ
ⲥⲟϫⲡ	VSTAT	ⲥⲱϫⲡ
ⲥⲟϭ	N	ⲥⲟϭ
ⲥⲟϭⲛⲓ	N	ⲥⲟϭⲛⲓ
ⲥⲟϭⲛⲓ	V	ⲥⲟϭⲛⲓ
ⲥⲟⲃϯ	PPERS	ⲥⲟⲃϯ
ⲥⲟⲃϯ	V	ⲥⲟⲃϯ
ⲥⲟⲃⲕ	VSTAT	ⲥⲃⲟⲕ
ⲥⲟⲃⲥⲉⲃ	V	ⲥⲟⲡⲥⲉⲡ
ⲥⲟⲃⲧ	N	ⲥⲟⲃⲧ
ⲥⲟⲇⲟⲙⲓⲧⲏⲥ	N	ⲥⲟⲇⲟⲙⲓⲧⲏⲥ
ⲥⲟⲑⲙ	V	ⲥⲱⲧⲉⲙ
ⲥⲟⲑⲛⲉϥ	N	ⲥⲟⲑⲛⲉϥ
ⲥⲟⲓ	N	ⲥⲟⲓ
ⲥⲟⲕ	N	ⲥⲟⲕ
ⲥⲟⲕ	V	ⲥⲱⲕ
ⲥⲟⲕⲙⲁϫⲓ	N	ⲥⲟⲕⲙⲁϫⲓ
ⲥⲟⲕⲥⲉⲕ	V	ⲥⲟⲕⲥⲉⲕ
ⲥⲟⲗ	N	ⲥⲟⲗ
ⲥⲟⲗ	V	ⲥⲱⲗ
ⲥⲟⲗϫ	V	ⲥⲱⲗϫ
ⲥⲟⲗⲓ	N	ⲥⲟⲩⲗⲓ
ⲥⲟⲗⲟⲙⲱⲛ	NPROP	ⲥⲟⲗⲟⲙⲱⲛ
ⲥⲟⲗⲡ	V	ⲥⲱⲗⲉⲡ
ⲥⲟⲗⲡ	VSTAT	ⲥⲱⲗⲉⲡ
ⲥⲟⲗⲥⲉⲗ	V	ⲥⲟⲗⲥⲉⲗ
ⲥⲟⲙⲁⲛⲓ	N	ⲥⲟⲩⲙⲁⲛⲓ
ⲥⲟⲙⲉⲛⲓ	N	ⲥⲟⲩⲙⲁⲛⲓ
ⲥⲟⲙⲥ	V	ⲥⲟⲙⲥ
ⲥⲟⲙⲧ	V	ⲥⲟⲙⲧ
ⲥⲟⲙⲧ	VSTAT	ⲥⲟⲙⲧ
ⲥⲟⲛ	N	ⲥⲟⲛ
ⲥⲟⲛϩ	V	ⲥⲱⲛϩ
ⲥⲟⲛϩ	VSTAT	ⲥⲱⲛϩ
ⲥⲟⲛϯ	N	ⲥⲟⲛϯ
ⲥⲟⲛⲓ	N	ⲥⲟⲛⲓ
ⲥⲟⲛⲕ	V	ⲥⲱⲛⲕ
ⲥⲟⲛⲧ	V	ⲥⲱⲛⲧ
ⲥⲟⲡ	N	ⲥⲟⲡ
ⲥⲟⲡ	V	ⲥⲱⲡ
ⲥⲟⲡⲥⲉⲡ	V	ⲥⲟⲡⲥⲉⲡ
ⲥⲟⲣ	V	ⲥⲱⲣ
ⲥⲟⲣⲉⲙ	N	ⲥⲟⲣⲉⲙ
ⲥⲟⲣⲉⲙ	VSTAT	ⲥⲱⲣⲉⲙ
ⲥⲟⲣⲙ	V	ⲥⲱⲣⲉⲙ
ⲥⲟⲣⲧ	N	ⲥⲟⲣⲧ
ⲥⲟⲥⲓ	V	ⲥⲱⲥ
ⲥⲟⲧ	V	ⲥⲱϯ
ⲥⲟⲧϥ	VSTAT	ⲥⲱⲧϥ
ⲥⲟⲧⲉⲣ	VSTAT	ⲥⲱⲧⲉⲣ
ⲥⲟⲧⲏⲣ	VSTAT	ⲥⲱⲧⲉⲣ
ⲥⲟⲧⲡ	V	ⲥⲱⲧⲡ
ⲥⲟⲧⲡ	VSTAT	ⲥⲱⲧⲡ
ⲥⲟⲩ	N	ⲥⲏⲟⲩ
ⲥⲟⲩ	N	ⲥⲓⲟⲩ
ⲥⲟⲩⲃⲉ	V	ⲥⲉⲃⲓ
ⲥⲟⲩⲃⲏ	V	ⲥⲉⲃⲓ
ⲥⲟⲩⲃⲏⲧ	VSTAT	ⲥⲉⲃⲓ
ⲥⲟⲩⲇⲁⲣⲓⲟⲛ	N	ⲥⲟⲩⲇⲁⲣⲓⲟⲛ
ⲥⲟⲩⲉⲛ	N	ⲥⲟⲩⲉⲛ
ⲥⲟⲩⲉⲛ	V	ⲥⲱⲟⲩⲛ
ⲥⲟⲩⲏⲧ	VSTAT	ⲥⲉⲃⲓ
ⲥⲟⲩⲗⲓ	N	ⲥⲟⲩⲗⲓ
ⲥⲟⲩⲙⲁⲛⲓ	N	ⲥⲟⲩⲙⲁⲛⲓ
ⲥⲟⲩⲟ	N	ⲥⲟⲩⲟ
ⲥⲟⲩⲣⲓ	N	ⲥⲟⲩⲣⲓ
ⲥⲟⲩⲣⲟⲧ	N	ⲥⲟⲩⲣⲟⲧ
ⲥⲟⲩⲣⲱⲧ	N	ⲥⲟⲩⲣⲟⲧ
ⲥⲟⲩⲥⲁⲛⲛⲁ	NPROP	ⲥⲟⲩⲥⲁⲛⲛⲁ
ⲥⲟⲩⲥⲟⲩ	N	ⲥⲟⲩⲥⲟⲩ
ⲥⲟⲩⲧⲉⲛ	V	ⲥⲟⲩⲧⲉⲛ
ⲥⲟⲩⲧⲉⲛ	V	ⲥⲟⲩⲧⲱⲛ
ⲥⲟⲩⲧⲉⲛ	V	ⲥⲱⲟⲩⲧⲉⲛ
ⲥⲟⲩⲧⲱⲛ	V	ⲥⲱⲟⲩⲧⲉⲛ
ⲥⲟⲩⲧⲱⲛ	VSTAT	ⲥⲟⲩⲧⲱⲛ
ⲥⲟⲩⲧⲱⲛ	VSTAT	ⲥⲱⲟⲩⲧⲉⲛ
ⲥⲟⲩⲱⲛ	V	ⲥⲱⲟⲩⲛ
ⲥⲟⲫⲓⲁ	N	ⲥⲟⲫⲓⲁ
ⲥⲟⲫⲟⲥ	N	ⲥⲟⲫⲟⲥ
ⲥⲡⲁⲧⲁⲗⲁ	V	ⲥⲡⲁⲧⲁⲗⲁ
ⲥⲡⲁⲧⲁⲗⲟⲥ	N	ⲥⲡⲁⲧⲁⲗⲟⲥ
ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ	N	ⲥⲡⲉⲕⲟⲩⲗⲁⲧⲱⲣ
ⲥⲡⲉⲣⲙⲁ	N	ⲥⲡⲉⲣⲙⲁ
ⲥⲡⲏⲗⲁⲓⲟⲛ	N	ⲥⲡⲏⲗⲁⲓⲟⲛ
ⲥⲡⲓⲛⲑⲏⲣ	N	ⲥⲡⲓⲛⲑⲏⲣ
ⲥⲡⲓⲣⲁ	N	ⲥⲡⲓⲣⲁ
ⲥⲡⲓⲣⲱⲟⲩⲓ	N	ⲥⲫⲓⲣ
ⲥⲡⲗⲁⲅⲭⲛⲟⲛ	N	ⲥⲡⲗⲁⲅⲭⲛⲟⲛ
ⲥⲡⲗⲏⲛ	N	ⲥⲡⲗⲏⲛ
ⲥⲡⲟⲅⲅⲟⲥ	N	ⲥⲡⲟⲅⲅⲟⲥ
ⲥⲡⲟⲛⲇⲏ	N	ⲥⲡⲟⲛⲇⲏ
ⲥⲡⲟⲣⲁ	N	ⲥⲡⲟⲣⲁ
ⲥⲡⲟⲩⲇⲁⲍⲉ	V	ⲥⲡⲟⲩⲇⲁⲍⲉ
ⲥⲡⲟⲩⲇⲁⲓⲟⲥ	N	ⲥⲡⲟⲩⲇⲁⲓⲟⲥ
ⲥⲡⲟⲩⲇⲏ	N	ⲥⲡⲟⲩⲇⲏ
ⲥⲣⲁϩ	N	ⲥⲣⲁϩ
ⲥⲣⲁϩ	VSTAT	ⲥⲱⲣϩ
ⲥⲣⲃⲉ	V	ⲥⲣⲃⲉ
ⲥⲣⲉⲙⲣⲱⲙ	V	ⲥⲣⲉⲙⲣⲱⲙ
ⲥⲣⲉⲙⲣⲱⲙ	V	ⲥⲣⲟⲙⲣⲉⲙ
ⲥⲣⲉⲙⲣⲱⲙ	VSTAT	ⲥⲣⲉⲙⲣⲱⲙ
ⲥⲣⲓⲧ	V	ⲥⲣⲓⲧ
ⲥⲣⲟϥⲧ	VSTAT	ⲥⲣⲃⲉ
ⲥⲣⲱϥⲧ	VSTAT	ⲥⲣⲃⲉ
ⲥⲧⲁϫⲟⲩⲗ	N	ⲥⲧⲁϫⲟⲩⲗ
ⲥⲧⲁⲅⲱⲛ	N	ⲥⲧⲁⲅⲱⲛ
ⲥⲧⲁⲇⲓⲟⲛ	N	ⲥⲧⲁⲇⲓⲟⲛ
ⲥⲧⲁⲕⲧⲏ	N	ⲥⲧⲁⲕⲧⲏ
ⲥⲧⲁⲥⲓⲁⲍⲉ	V	ⲥⲧⲁⲥⲓⲁⲍⲉ
ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ	N	ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ
ⲥⲧⲁⲥⲓⲥ	N	ⲥⲧⲁⲥⲓⲥ
ⲥⲧⲁⲩⲗⲟⲛ	N	ⲥⲧⲁⲩⲗⲟⲛ
ⲥⲧⲁⲩⲣⲟⲥ	N	ⲥⲧⲁⲩⲣⲟⲥ
ⲥⲧⲁⲩⲣⲟⲩ	V	ⲥⲧⲁⲩⲣⲟⲩ
ⲥⲧⲁⲫⲩⲗⲏ	N	ⲥⲧⲁⲫⲩⲗⲏ
ⲥⲧⲉⲓⲣⲁ	N	ⲥⲧⲉⲓⲣⲁ
ⲥⲧⲉⲛⲱⲥⲓⲥ	N	ⲥⲧⲉⲛⲱⲥⲓⲥ
ⲥⲧⲉⲣⲉⲩⲙⲁ	N	ⲥⲧⲉⲣⲉⲩⲙⲁ
ⲥⲧⲉⲣⲉⲱⲙⲁ	N	ⲥⲧⲉⲣⲉⲱⲙⲁ
ⲥⲧⲉⲫⲁⲛⲁ	N	ⲥⲧⲉⲫⲁⲛⲁ
ⲥⲧⲉⲫⲁⲛⲁ	NPROP	ⲥⲧⲉⲫⲁⲛⲁ
ⲥⲧⲉⲫⲁⲛⲟⲩ	V	ⲥⲧⲉⲫⲁⲛⲟⲩ
ⲥⲧⲉⲫⲁⲛⲟⲩⲫⲟⲣⲟⲥ	N	ⲥⲧⲉⲫⲁⲛⲟⲩⲫⲟⲣⲟⲥ
ⲥⲧⲏⲗⲏ	N	ⲥⲧⲏⲗⲏ
ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ	N	ⲥⲧⲏⲗⲟⲅⲣⲁⲫⲓⲁ
ⲥⲧⲏⲙ	N	ⲥⲧⲏⲙ
ⲥⲧⲓⲅⲙⲏ	N	ⲥⲧⲓⲅⲙⲏ
ⲥⲧⲓⲍⲉ	V	ⲥⲧⲓⲍⲉ
ⲥⲧⲓⲭⲉⲣⲟⲛ	N	ⲥⲧⲓⲭⲉⲣⲟⲛ
ⲥⲧⲓⲭⲟⲥ	N	ⲥⲧⲓⲭⲟⲥ
ⲥⲧⲟⲁ	N	ⲥⲧⲟⲁ
ⲥⲧⲟⲓⲭⲉⲓ	V	ⲥⲧⲟⲓⲭⲉⲓ
ⲥⲧⲟⲓⲭⲓⲟⲛ	N	ⲥⲧⲟⲓⲭⲓⲟⲛ
ⲥⲧⲟⲗⲁⲣⲭⲏⲥ	N	ⲥⲧⲟⲗⲁⲣⲭⲏⲥ
ⲥⲧⲟⲗⲏ	N	ⲥⲧⲟⲗⲏ
ⲥⲧⲟⲗⲓⲍⲉ	V	ⲥⲧⲟⲗⲓⲍⲉ
ⲥⲧⲟⲗⲟⲧⲟⲥ	N	ⲥⲧⲟⲗⲟⲧⲟⲥ
ⲥⲧⲟⲙⲁⲭⲟⲥ	N	ⲥⲧⲟⲙⲁⲭⲟⲥ
ⲥⲧⲣⲁⲧⲉⲓⲁ	N	ⲥⲧⲣⲁⲧⲉⲓⲁ
ⲥⲧⲣⲁⲧⲉⲩⲉ	V	ⲥⲧⲣⲁⲧⲉⲩⲉ
ⲥⲧⲣⲁⲧⲉⲩⲙⲁ	N	ⲥⲧⲣⲁⲧⲉⲩⲙⲁ
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ	N	ⲥⲧⲣⲁⲧⲏⲅⲟⲥ
ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ	N	ⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ
ⲥⲧⲣⲁⲧⲟⲛ	N	ⲥⲧⲣⲁⲧⲟⲛ
ⲥⲧⲣⲁⲧⲱⲡⲉⲧⲱⲛ	N	ⲥⲧⲣⲁⲧⲱⲡⲉⲧⲱⲛ
ⲥⲧⲣⲉⲃⲗⲟⲩ	V	ⲥⲧⲣⲉⲃⲗⲟⲩ
ⲥⲧⲣⲟⲅⲓⲗⲗⲟⲥ	N	ⲥⲧⲣⲟⲅⲓⲗⲗⲟⲥ
ⲥⲧⲣⲱⲙⲁ	N	ⲥⲧⲣⲱⲙⲁ
ⲥⲧⲩⲗⲗⲟⲥ	N	ⲥⲧⲩⲗⲗⲟⲥ
ⲥⲧⲩⲗⲟⲥ	N	ⲥⲧⲩⲗⲟⲥ
ⲥⲧⲩⲣⲁⲝ	N	ⲥⲧⲩⲣⲁⲝ
ⲥⲧⲩⲫⲏ	N	ⲥⲧⲩⲫⲏ
ⲥⲧⲩⲭⲉⲓ	V	ⲥⲧⲩⲭⲉⲓ
ⲥⲧⲱⲧ	V	ⲥⲧⲱⲧ
ⲥⲩⲅⲅⲉⲛⲉⲓⲁ	N	ⲥⲩⲅⲅⲉⲛⲉⲓⲁ
ⲥⲩⲅⲅⲉⲛⲏⲥ	N	ⲥⲩⲅⲅⲉⲛⲏⲥ
ⲥⲩⲅⲏ	N	ⲥⲩⲅⲏ
ⲥⲩⲅⲕⲉⲣⲁ	V	ⲥⲩⲅⲕⲉⲣⲁ
ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ	NPROP	ⲥⲩⲅⲕⲗⲏⲧⲓⲕⲏ
ⲥⲩⲅⲕⲣⲓⲙⲁ	N	ⲥⲩⲅⲕⲣⲓⲙⲁ
ⲥⲩⲅⲟⲥ	N	ⲥⲩⲅⲟⲥ
ⲥⲩⲗⲁ	V	ⲥⲩⲗⲁ
ⲥⲩⲗⲉⲩⲉ	V	ⲥⲩⲗⲉⲩⲉ
